material_id,m3gnet_energy,m3gnet_volume,n_sites,e_form_per_atom_m3gnet,e_form_per_atom_m3gnet_uncorrected,e_form_per_atom_m3gnet_megnet_old,e_form_per_atom_m3gnet_megnet
wbm-3-78785,-23.3357,70.7308,4,-0.8669,-0.8669,-0.8739,-0.8739
wbm-3-78786,-55.07,172.0137,9,-0.452,-0.452,-0.3274,-0.3274
wbm-3-78787,-36.482,197.4882,8,-0.6602,-0.5642,-0.5153,-0.6113
wbm-3-78788,-27.1286,137.6294,6,-0.6095,-0.6095,-0.4854,-0.4854
wbm-3-78789,-13.0759,98.5294,4,-0.1561,-0.1561,-0.1385,-0.1385
wbm-3-78790,-22.0952,82.5792,4,-0.2471,-0.2471,-0.2553,-0.2553
wbm-3-78791,-23.3257,87.0595,4,-0.3145,-0.3145,-0.244,-0.244
wbm-3-78792,-31.841,93.7664,5,-0.6252,-0.6252,-0.5886,-0.5886
wbm-3-78793,-34.8699,94.5227,5,-0.8746,-0.8746,-0.9227,-0.9227
wbm-3-78794,-36.2757,90.7895,5,-0.6384,-0.6384,-0.6982,-0.6982
wbm-3-78795,-27.7217,73.7838,4,-0.5006,-0.5006,-0.4966,-0.4966
wbm-3-78796,-48.7947,166.3404,8,-0.5263,-0.4783,-0.4349,-0.4829
wbm-3-78797,-24.1287,79.817,4,-0.441,-0.441,-0.4227,-0.4227
wbm-3-78798,-21.3025,85.3233,4,-0.1462,-0.1462,-0.1594,-0.1594
wbm-3-78799,-37.7912,124.0343,6,-0.1802,-0.1802,-0.172,-0.172
wbm-3-78800,-75.3406,246.0629,12,-0.16,-0.16,-0.1799,-0.1799
wbm-3-78801,-52.1608,109.8794,6,-0.4672,-0.4672,-0.468,-0.468
wbm-3-78802,-40.4695,113.1374,6,-0.5345,-0.5345,-0.5095,-0.5095
wbm-3-78803,-63.3128,209.8878,9,-0.3319,-0.3319,-0.2438,-0.2438
wbm-3-78804,-62.2759,205.6295,9,-0.2561,-0.2561,-0.1634,-0.1634
wbm-3-78805,-15.6306,75.7512,4,-0.0395,-0.0395,0.0481,0.0481
wbm-3-78806,-43.8382,169.007,9,-0.5105,-0.5105,-0.4521,-0.4521
wbm-3-78807,-32.4805,168.7835,8,-0.2324,-0.2324,-0.0793,-0.0793
wbm-3-78808,-32.5189,167.9922,8,-0.2372,-0.2372,-0.0686,-0.0686
wbm-3-78809,-40.2073,177.8751,9,-0.2811,-0.2811,-0.2748,-0.2748
wbm-3-78810,-61.368,158.0728,9,-0.6034,-0.6034,-0.6899,-0.6899
wbm-3-78811,-50.2788,161.317,9,-0.5908,-0.5908,-0.5754,-0.5754
wbm-3-78812,-25.2649,67.6122,4,-0.8289,-0.8289,-0.86,-0.86
wbm-3-78813,-25.3369,69.5672,4,-0.8469,-0.8469,-0.9362,-0.9362
wbm-3-78814,-54.933,161.2078,9,-0.8109,-0.8109,-0.8668,-0.8668
wbm-3-78815,-56.976,156.1156,9,-0.6068,-0.6068,-0.6815,-0.6815
wbm-3-78816,-38.4935,170.7164,8,-0.355,-0.355,-0.2067,-0.2067
wbm-3-78817,-30.2216,115.875,6,-0.4313,-0.4313,-0.3238,-0.3238
wbm-3-78818,-24.5445,89.5097,4,-0.226,-0.226,-0.0655,-0.0655
wbm-3-78819,-28.093,78.4713,4,-0.5235,-0.5235,-0.5104,-0.5104
wbm-3-78820,-80.3876,256.5105,12,-0.0563,-0.0563,0.0687,0.0687
wbm-3-78821,-59.8098,218.4283,10,-0.5098,-0.5098,-0.4237,-0.4237
wbm-3-78822,-44.2482,147.8708,6,-0.3796,-0.3796,-0.2664,-0.2664
wbm-3-78823,-22.5144,109.3593,5,-0.1643,-0.1643,-0.2236,-0.2236
wbm-3-78824,-54.5692,211.3925,10,-0.5437,-0.5437,-0.4551,-0.4551
wbm-3-78825,-68.807,200.3584,10,-0.8487,-0.8487,-0.8586,-0.8586
wbm-3-78826,-20.9877,90.7314,4,-0.1517,-0.1517,-0.0323,-0.0323
wbm-3-78827,-22.7049,73.7208,3,0.1079,0.1079,0.0744,0.0744
wbm-3-78828,-16.2122,94.9759,3,0.5929,0.5929,0.5966,0.5966
wbm-3-78829,-21.3439,75.9828,3,0.1194,0.1194,0.0523,0.0523
wbm-3-78830,-21.1928,73.3971,3,0.1568,0.1568,0.0471,0.0471
wbm-3-78831,-20.4337,92.261,4,-0.168,-0.168,0.0014,0.0014
wbm-3-78832,-21.3647,75.3708,3,0.1044,0.1044,0.0502,0.0502
wbm-3-78833,-26.908,159.5456,5,-0.762,-0.6104,-0.4477,-0.5992999999999999
wbm-3-78834,-42.7064,381.1083,11,-1.3211,-1.0454,-0.8065,-1.082136
wbm-3-78835,-72.5543,251.2921,12,-0.348,-0.348,-0.2811,-0.2811
wbm-3-78836,-75.1005,251.3622,12,-0.162,-0.162,-0.0574,-0.0574
wbm-3-78837,-68.147,252.0786,12,-0.442,-0.442,-0.3459,-0.3459
wbm-3-78838,-21.1417,87.6901,4,-0.2477,-0.2477,-0.2634,-0.2634
wbm-3-78839,-82.3775,196.9589,10,-0.733,-0.733,-0.7154,-0.7154
wbm-3-78840,-89.3561,195.4298,10,-0.4752,-0.4752,-0.4316,-0.4316
wbm-3-78841,-72.6852,198.6288,10,-0.8707,-0.8707,-0.8011,-0.8011
wbm-3-78842,-20.663,67.1341,3,-0.272,-0.272,-0.2289,-0.2289
wbm-3-78843,-83.5461,201.8323,10,-0.6576,-0.6576,-0.604,-0.604
wbm-3-78844,-55.732,124.1194,6,-0.6441,-0.6441,-0.6767,-0.6767
wbm-3-78845,-111.3754,245.5048,12,-0.6367,-0.6367,-0.6763,-0.6763
wbm-3-78846,-21.379,73.4336,3,0.0791,0.0791,0.0539,0.0539
wbm-3-78847,-26.8909,63.8289,3,0.1019,0.1019,0.3383,0.3383
wbm-3-78848,-118.3773,246.3023,12,-0.4238,-0.4238,-0.3673,-0.3673
wbm-3-78849,-62.3832,198.7074,10,-0.5627,-0.5627,-0.5759,-0.5759
wbm-3-78850,-70.708,199.4083,10,-0.7778,-0.7778,-0.6891,-0.6891
wbm-3-78851,-65.6085,201.5366,10,-0.5973,-0.5973,-0.5603,-0.5603
wbm-3-78852,-66.082,255.3579,12,-0.4184,-0.4184,-0.3188,-0.3188
wbm-3-78853,-27.8252,86.548,4,-0.4593,-0.4593,-0.4694,-0.4694
wbm-3-78854,-58.6466,168.8581,8,-0.7298,-0.7298,-0.7601,-0.7601
wbm-3-78855,-28.9164,82.3126,4,-0.6579,-0.6579,-0.5255,-0.5255
wbm-3-78856,-28.8616,82.4697,4,-0.6442,-0.6442,-0.5166,-0.5166
wbm-3-78857,-71.8593,202.7113,10,-0.866,-0.866,-0.7792,-0.7792
wbm-3-78858,-29.4344,78.5054,4,-0.7486,-0.7486,-0.7421,-0.7421
wbm-3-78859,-30.4612,75.0798,3,0.3007,0.3007,0.4135,0.4135
wbm-3-78860,-70.388,191.5799,10,-0.6133,-0.6133,-0.6457,-0.6457
wbm-3-78861,-43.7747,142.5584,7,-0.5279,-0.5279,-0.4844,-0.4844
wbm-3-78862,-74.7353,196.4649,10,-0.6362,-0.6362,-0.6083,-0.6083
wbm-3-78863,-47.5555,108.392,6,-0.7263,-0.7263,-0.5946,-0.5946
wbm-3-78864,-28.7747,77.161,4,-0.3706,-0.3706,-0.3531,-0.3531
wbm-3-78865,-30.2929,76.5213,4,-0.6398,-0.6398,-0.5767,-0.5767
wbm-3-78866,-69.9733,248.3295,12,-0.3786,-0.3786,-0.3437,-0.3437
wbm-3-78867,-63.065,168.1344,8,-0.736,-0.736,-0.8369,-0.8369
wbm-3-78868,-52.2677,122.1496,6,-0.558,-0.558,-0.4867,-0.4867
wbm-3-78869,-32.0179,75.4955,4,-0.5936,-0.5936,-0.484,-0.484
wbm-3-78870,-32.018,75.503,4,-0.5936,-0.5936,-0.4839,-0.4839
wbm-3-78871,-66.4384,165.7737,8,-0.6801,-0.6801,-0.6144,-0.6144
wbm-3-78872,-75.1506,212.1737,10,-0.6373,-0.6373,-0.5629,-0.5629
wbm-3-78873,-55.5626,124.3722,6,-0.4705,-0.4705,-0.5066,-0.5066
wbm-3-78874,-110.8664,243.2631,12,-0.4489,-0.4489,-0.4269,-0.4269
wbm-3-78875,-26.835,87.2838,4,-0.6322,-0.5842,-0.6326,-0.6806000000000001
wbm-3-78876,-26.8343,87.1564,4,-0.632,-0.584,-0.6339,-0.6819000000000001
wbm-3-78877,-54.634,206.5842,8,-0.5986,-0.5506,-0.5838,-0.6318
wbm-3-78878,-25.3613,99.3296,4,-0.796,-0.6532,-0.3493,-0.49205
wbm-3-78879,-92.325,274.4243,12,-0.6829,-0.619,-0.6261,-0.6900999999999999
wbm-3-78880,-46.17,136.2164,6,-0.6842,-0.6202,-0.6242,-0.6881999999999999
wbm-3-78881,-26.7208,84.727,4,-0.5855,-0.5855,-0.5199,-0.5199
wbm-3-78882,-28.0484,159.6082,5,-0.9307,-0.7791,-0.5809,-0.7324999999999999
wbm-3-78883,-76.261,203.8757,10,-0.9767,-0.9767,-0.9285,-0.9285
wbm-3-78884,-30.1474,84.6805,4,-0.7429,-0.7429,-0.5943,-0.5943
wbm-3-78885,-22.6239,67.1405,3,-0.5063,-0.5063,-0.444,-0.444
wbm-3-78886,-28.4382,63.7913,3,0.1717,0.1717,0.2285,0.2285
wbm-3-78887,-21.2432,75.2486,3,0.1622,0.1622,0.0468,0.0468
wbm-3-78888,-61.7281,299.898,10,-1.1209,-0.8678,-0.9193,-1.1724999999999999
wbm-3-78889,-24.2231,75.558,3,0.0954,0.0954,0.0245,0.0245
wbm-3-78890,-21.3323,74.1737,3,0.0796,0.0796,0.0508,0.0508
wbm-3-78891,-27.4497,68.743,3,0.3124,0.3124,0.3468,0.3468
wbm-3-78892,-51.1391,277.4514,12,-0.0474,-0.0474,0.1871,0.1871
wbm-3-78893,-51.6849,117.8497,6,-0.444,-0.444,-0.4116,-0.4116
wbm-3-78894,-59.1213,166.8474,8,-0.346,-0.346,-0.2412,-0.2412
wbm-3-78895,-54.4554,170.974,8,-0.506,-0.506,-0.3184,-0.3184
wbm-3-78896,-84.2095,138.6795,8,-0.3037,-0.3037,-0.3481,-0.3481
wbm-3-78897,-60.701,181.7369,8,-0.2487,-0.2487,-0.1612,-0.1612
wbm-3-78898,-48.2413,117.0233,6,-0.5211,-0.5211,-0.4512,-0.4512
wbm-3-78899,-53.3747,108.255,6,-0.6671,-0.6671,-0.6301,-0.6301
wbm-3-78900,-54.8426,108.5026,6,-0.7633,-0.7633,-0.7441,-0.7441
wbm-3-78901,-77.622,267.241,12,-0.4469,-0.4469,-0.3176,-0.3176
wbm-3-78902,-75.5186,133.8637,8,-0.4379,-0.4379,-0.5125,-0.5125
wbm-3-78903,-72.1978,162.4862,8,-0.2954,-0.2954,-0.2874,-0.2874
wbm-3-78904,-61.5879,165.752,8,-0.7799,-0.7799,-0.6996,-0.6996
wbm-3-78905,-53.8111,198.7158,8,-0.9399,-0.7577,-0.8084,-0.99065
wbm-3-78906,-43.0486,171.0731,6,0.2681,0.2681,0.2035,0.2035
wbm-3-78907,-54.3402,141.3964,6,0.2244,0.2244,0.1538,0.1538
wbm-3-78908,-54.0872,136.3829,6,0.0848,0.0848,0.08,0.08
wbm-3-78909,-64.3593,212.341,9,-0.2734,-0.2734,-0.1235,-0.1235
wbm-3-78910,-62.5408,216.439,9,-0.2835,-0.2835,-0.1403,-0.1403
wbm-3-78911,-64.5875,206.8608,9,-0.5005,-0.4578,-0.3499,-0.392567
wbm-3-78912,-62.5805,205.1088,9,-0.5476,-0.4539,-0.4266,-0.520378
wbm-3-78913,-64.3136,227.0932,9,-0.2773,-0.2773,-0.1676,-0.1676
wbm-3-78914,-74.4124,209.7484,9,-0.4576,-0.4576,-0.3361,-0.3361
wbm-3-78915,-69.4075,198.0507,9,-0.5469,-0.5469,-0.4507,-0.4507
wbm-3-78916,-69.5838,206.0498,9,-0.3898,-0.3898,-0.2827,-0.2827
wbm-3-78917,-69.2183,196.9098,9,-0.3505,-0.3505,-0.3047,-0.3047
wbm-3-78918,-71.2199,206.505,9,-0.3593,-0.3593,-0.2564,-0.2564
wbm-3-78919,-77.227,200.3286,9,-0.6247,-0.582,-0.5018,-0.544467
wbm-3-78920,-73.5268,199.909,9,-0.5981,-0.5981,-0.545,-0.545
wbm-3-78921,-75.3165,199.4621,9,-0.5315,-0.5315,-0.4631,-0.4631
wbm-3-78922,-71.173,201.1305,9,-0.6441,-0.6441,-0.5925,-0.5925
wbm-3-78923,-68.8138,207.46,9,-0.6271,-0.5844,-0.5117,-0.554367
wbm-3-78924,-19.3632,93.7354,4,-0.1079,-0.1079,-0.0928,-0.0928
wbm-3-78925,-19.9892,95.6282,5,-0.0222,-0.0222,0.0017,0.0017
wbm-3-78926,-39.7989,195.5716,8,-0.1848,-0.1848,-0.0068,-0.0068
wbm-3-78927,-31.4985,138.2005,6,-0.1596,-0.1596,-0.0868,-0.0868
wbm-3-78928,-50.1754,253.0106,12,-0.0802,-0.0802,-0.0608,-0.0608
wbm-3-78929,-35.4942,172.4514,8,-0.2158,-0.2158,-0.0894,-0.0894
wbm-3-78930,-29.3345,126.5566,6,-0.1784,-0.1784,-0.2201,-0.2201
wbm-3-78931,-58.9263,254.1575,12,-0.1999,-0.1999,-0.1271,-0.1271
wbm-3-78932,-30.9708,135.0791,6,-0.1308,-0.1308,-0.0426,-0.0426
wbm-3-78933,-14.9115,73.7862,3,0.0605,0.0605,0.1021,0.1021
wbm-3-78934,-26.0277,70.9461,4,-0.6264,-0.6264,-0.6764,-0.6764
wbm-3-78935,-33.2282,132.6208,6,-0.4323,-0.3683,-0.3057,-0.36970000000000003
wbm-3-78936,-49.3283,195.644,9,-0.351,-0.351,-0.3756,-0.3756
wbm-3-78937,-41.857,196.6758,9,-0.0698,-0.0698,-0.0066,-0.0066
wbm-3-78938,-32.8991,115.9454,6,-0.4514,-0.4514,-0.4177,-0.4177
wbm-3-78939,-20.1612,75.3175,4,-0.4479,-0.4479,-0.4115,-0.4115
wbm-3-78940,-23.8054,92.9344,5,-0.4324,-0.4324,-0.3949,-0.3949
wbm-3-78941,-27.1468,110.8207,6,-0.3716,-0.3716,-0.3864,-0.3864
wbm-3-78942,-26.2194,114.9367,6,-0.217,-0.217,-0.0599,-0.0599
wbm-3-78943,-33.7074,146.2369,8,-0.2803,-0.2803,-0.2413,-0.2413
wbm-3-78944,-41.0694,194.1505,8,-0.2333,-0.2333,-0.0825,-0.0825
wbm-3-78945,-39.3206,188.6476,9,-0.3272,-0.3272,-0.2678,-0.2678
wbm-3-78946,-25.9862,84.3485,4,-0.5858,-0.5858,-0.4664,-0.4664
wbm-3-78947,-52.074,166.0053,8,-0.5984,-0.5984,-0.5082,-0.5082
wbm-3-78948,-18.828,114.2035,4,-0.234,-0.234,0.1172,0.1172
wbm-3-78949,-34.3936,164.8115,6,-0.2897,-0.2897,-0.2646,-0.2646
wbm-3-78950,-34.0162,165.2701,6,-0.2268,-0.2268,-0.0749,-0.0749
wbm-3-78951,-42.2117,172.2103,6,-0.4181,-0.4181,-0.3197,-0.3197
wbm-3-78952,-48.7323,154.006,6,-0.2123,-0.2123,0.2014,0.2014
wbm-3-78953,-29.8063,170.8816,8,-0.3089,-0.3089,-0.215,-0.215
wbm-3-78954,-36.9486,165.9041,8,-0.5025,-0.5025,-0.476,-0.476
wbm-3-78955,-21.5818,129.3862,6,-0.1325,-0.1325,-0.1111,-0.1111
wbm-3-78956,-13.6447,130.0673,6,-0.0804,-0.0804,-0.0775,-0.0775
wbm-3-78957,-38.188,195.4555,9,-0.169,-0.169,-0.1794,-0.1794
wbm-3-78958,-25.428,129.6187,6,-0.1639,-0.1639,-0.2115,-0.2115
wbm-3-78959,-58.9661,173.6499,9,-0.4488,-0.4488,-0.4387,-0.4387
wbm-3-78960,-37.5107,106.6032,6,-0.6261,-0.6261,-0.5677,-0.5677
wbm-3-78961,-37.0906,108.8528,6,-0.5561,-0.5561,-0.5027,-0.5027
wbm-3-78962,-52.4541,178.2693,9,-0.6477,-0.6477,-0.6543,-0.6543
wbm-3-78963,-70.3976,242.2733,12,-0.686,-0.686,-0.6723,-0.6723
wbm-3-78964,-28.9371,133.8666,6,-0.3294,-0.3294,-0.2158,-0.2158
wbm-3-78965,-49.5386,438.8825,12,-1.0399,-0.8289,-0.7757,-0.9866999999999999
wbm-3-78966,-49.5399,435.4745,12,-1.04,-0.829,-0.7785,-0.9894999999999999
wbm-3-78967,-36.1299,206.6484,9,-0.07,-0.07,-0.0474,-0.0474
wbm-3-78968,-30.2162,82.8819,4,-0.8984,-0.8984,-0.9458,-0.9458
wbm-3-78969,-28.7114,238.6695,6,-0.3409,-0.3409,-0.4322,-0.4322
wbm-3-78970,-37.4033,163.442,6,-0.5524,-0.5524,-0.5021,-0.5021
wbm-3-78971,-29.3582,81.5494,4,-1.0155,-1.0155,-1.0519,-1.0519
wbm-3-78972,-37.2193,164.4933,6,-0.5348,-0.5348,-0.4648,-0.4648
wbm-3-78973,-20.6898,101.2569,4,-0.3107,-0.3107,-0.3406,-0.3406
wbm-3-78974,-27.4773,110.7314,4,-0.3031,-0.3031,-0.2699,-0.2699
wbm-3-78975,-31.8943,88.1137,4,-0.6807,-0.6807,-0.657,-0.657
wbm-3-78976,-56.4074,163.9924,6,-0.5633,-0.5633,-0.5532,-0.5532
wbm-3-78977,-42.9,78.0875,4,-0.6498,-0.6498,-0.724,-0.724
wbm-3-78978,-38.6106,82.694,4,-0.9612,-0.9612,-0.9902,-0.9902
wbm-3-78979,-45.8468,141.891,6,-0.1762,-0.1762,-0.2285,-0.2285
wbm-3-78980,-9.1995,43.2829,2,-0.1741,-0.1741,-0.1634,-0.1634
wbm-3-78981,-37.3477,162.5279,6,-0.5512,-0.5512,-0.4933,-0.4933
wbm-3-78982,-14.8151,96.0256,4,-0.2694,-0.2694,-0.3291,-0.3291
wbm-3-78983,-14.1486,93.498,3,-1.1036,-0.851,-0.5467,-0.7993669999999999
wbm-3-78984,-56.6507,390.4328,12,-1.1083,-0.8557,-0.7439,-0.996567
wbm-3-78985,-54.5655,371.5039,12,-0.9346,-0.6819,-0.7459,-0.998567
wbm-3-78986,-33.4315,329.6104,8,-1.1833,-0.899,-0.9073,-1.1915499999999999
wbm-3-78987,-24.8998,384.0548,7,-1.4259,-1.2093,-1.1172,-1.333771
wbm-3-78988,-21.088,99.3831,4,-0.276,-0.276,-0.2504,-0.2504
wbm-3-78989,-19.9735,96.3655,4,-0.3289,-0.3289,-0.3263,-0.3263
wbm-3-78990,-19.964,94.756,4,-0.3363,-0.3363,-0.3232,-0.3232
wbm-3-78991,-19.957,95.2552,4,-0.3309,-0.3309,-0.3256,-0.3256
wbm-3-78992,-49.5846,165.4086,8,-0.4757,-0.4757,-0.3598,-0.3598
wbm-3-78993,-20.2241,109.0173,4,-0.3093,-0.3093,-0.3085,-0.3085
wbm-3-78994,-19.8477,92.4717,4,-0.3189,-0.3189,-0.3141,-0.3141
wbm-3-78995,-20.0684,102.7379,4,-0.3123,-0.3123,-0.301,-0.301
wbm-3-78996,-26.8734,93.7734,4,0.0314,0.0314,0.1187,0.1187
wbm-3-78997,-52.6309,163.6212,8,-0.2592,-0.2592,-0.0188,-0.0188
wbm-3-78998,-20.2941,99.8381,4,-0.3731,-0.3731,-0.3117,-0.3117
wbm-3-78999,-20.0278,103.7761,4,-0.299,-0.299,-0.2899,-0.2899
wbm-3-79000,-45.216,168.1019,8,-0.6215,-0.6215,-0.5268,-0.5268
wbm-3-79001,-45.2137,168.0495,8,-0.6212,-0.6212,-0.527,-0.527
wbm-3-79002,-20.0496,100.5334,4,-0.32,-0.32,-0.3158,-0.3158
wbm-3-79003,-20.0197,96.9737,4,-0.3335,-0.3335,-0.328,-0.328
wbm-3-79004,-19.8612,93.6101,4,-0.3336,-0.3336,-0.3209,-0.3209
wbm-3-79005,-29.8023,135.5193,6,-0.2834,-0.2834,-0.2448,-0.2448
wbm-3-79006,-59.6183,271.1862,12,-0.2845,-0.2845,-0.1369,-0.1369
wbm-3-79007,-27.1746,164.9501,7,-0.2278,-0.2278,-0.1889,-0.1889
wbm-3-79008,-30.7824,157.8548,7,-0.3436,-0.3436,-0.2784,-0.2784
wbm-3-79009,-19.734,79.5328,4,-0.4717,-0.4717,-0.4695,-0.4695
wbm-3-79010,-32.1433,166.9127,6,-0.2941,-0.2941,-0.0808,-0.0808
wbm-3-79011,-31.4022,72.0445,4,-0.6065,-0.6065,-0.5209,-0.5209
wbm-3-79012,-43.3069,116.5917,6,-0.5052,-0.5052,-0.3246,-0.3246
wbm-3-79013,-87.8607,241.6414,12,-0.6091,-0.6091,-0.5306,-0.5306
wbm-3-79014,-77.8616,236.1425,12,-0.6984,-0.6984,-0.7033,-0.7033
wbm-3-79015,-20.1198,121.8566,4,-0.8444,-0.6334,-0.6874,-0.8984
wbm-3-79016,-47.2943,182.1151,8,-0.2621,-0.2621,-0.2278,-0.2278
wbm-3-79017,-73.6897,120.834,8,-0.4092,-0.4092,-0.2808,-0.2808
wbm-3-79018,-37.8407,72.4972,4,-0.7671,-0.7671,-0.7721,-0.7721
wbm-3-79019,-22.7106,130.112,4,-0.8313,-0.6418,-0.4416,-0.6311
wbm-3-79020,-22.4284,94.6895,4,-0.5992,-0.5992,-0.6136,-0.6136
wbm-3-79021,-38.3642,183.2046,6,-0.6028,-0.6028,-0.5509,-0.5509
wbm-3-79022,-29.0203,87.0835,4,-0.8487,-0.8487,-0.9168,-0.9168
wbm-3-79023,-36.9056,159.8309,6,-0.498,-0.498,-0.452,-0.452
wbm-3-79024,-97.6484,248.861,12,-0.3364,-0.3364,-0.1087,-0.1087
wbm-3-79025,-45.5444,136.6605,6,-0.0777,-0.0777,0.2162,0.2162
wbm-3-79026,-92.3563,275.8864,12,-0.1834,-0.1834,-0.0783,-0.0783
wbm-3-79027,-28.9893,86.074,4,-0.8829,-0.8829,-0.9503,-0.9503
wbm-3-79028,-24.265,68.7922,3,-0.2,-0.2,-0.1936,-0.1936
wbm-3-79029,-33.0725,166.1924,6,-0.1878,-0.1878,-0.1267,-0.1267
wbm-3-79030,-40.3014,220.3729,8,-0.1163,-0.1163,-0.0814,-0.0814
wbm-3-79031,-25.7369,101.629,4,-0.3041,-0.3041,-0.2418,-0.2418
wbm-3-79032,-27.1405,81.9241,4,-0.575,-0.575,-0.6169,-0.6169
wbm-3-79033,-26.2986,80.5666,4,-0.6961,-0.6961,-0.7483,-0.7483
wbm-3-79034,-35.5215,81.5305,4,-0.6345,-0.6345,-0.7041,-0.7041
wbm-3-79035,-48.1764,155.6885,8,-0.6072,-0.6072,-0.4406,-0.4406
wbm-3-79036,-26.0937,86.4124,4,-0.5626,-0.5626,-0.643,-0.643
wbm-3-79037,-25.9625,85.4369,4,-0.5717,-0.5717,-0.6556,-0.6556
wbm-3-79038,-32.266,77.2722,4,-0.1027,-0.1027,-0.2808,-0.2808
wbm-3-79039,-25.8718,86.4654,4,-0.5458,-0.5458,-0.6334,-0.6334
wbm-3-79040,-33.6662,77.6525,4,-0.1227,-0.1227,-0.2759,-0.2759
wbm-3-79041,-26.0684,83.5825,4,-0.6106,-0.6106,-0.6889,-0.6889
wbm-3-79042,-29.8591,106.707,5,-0.5865,-0.5865,-0.3172,-0.3172
wbm-3-79043,-51.9397,152.3626,8,-0.7632,-0.7632,-0.7681,-0.7681
wbm-3-79044,-32.3635,71.2915,4,-0.3995,-0.3995,-0.3697,-0.3697
wbm-3-79045,-28.4259,86.4835,4,-0.5261,-0.5261,-0.6727,-0.6727
wbm-3-79046,-26.3459,78.7495,4,-0.7407,-0.7407,-0.7867,-0.7867
wbm-3-79047,-23.1491,78.8424,4,-0.6755,-0.6755,-0.7311,-0.7311
wbm-3-79048,-78.7522,211.5337,12,-0.5408,-0.5408,-0.5234,-0.5234
wbm-3-79049,-54.6778,131.8424,8,-0.8129,-0.8129,-0.8114,-0.8114
wbm-3-79050,-33.1994,105.4571,6,-0.5015,-0.5015,-0.5128,-0.5128
wbm-3-79051,-58.8382,242.718,11,-0.5012,-0.5012,-0.4703,-0.4703
wbm-3-79052,-36.2975,104.4226,6,-0.3084,-0.3084,-0.1588,-0.1588
wbm-3-79053,-38.2857,132.4335,6,-0.5084,-0.5084,-0.4231,-0.4231
wbm-3-79054,-64.3573,239.8784,12,-0.4796,-0.4796,-0.4462,-0.4462
wbm-3-79055,-31.1193,164.6372,8,-0.3062,-0.3062,-0.3061,-0.3061
wbm-3-79056,-45.9278,177.7945,9,-0.426,-0.426,-0.4416,-0.4416
wbm-3-79057,-29.8435,157.9345,7,-0.3368,-0.3368,-0.247,-0.247
wbm-3-79058,-72.7932,236.7532,12,-0.573,-0.573,-0.4764,-0.4764
wbm-3-79059,-56.6883,187.9855,9,-0.4853,-0.4853,-0.4379,-0.4379
wbm-3-79060,-75.4848,254.5475,12,-0.477,-0.477,-0.4172,-0.4172
wbm-3-79061,-49.1472,170.4261,8,-0.743,-0.647,-0.5465,-0.6425
wbm-3-79062,-48.7031,165.8198,8,-0.6512,-0.6512,-0.4301,-0.4301
wbm-3-79063,-79.7425,238.4964,12,-0.7328,-0.7328,-0.6446,-0.6446
wbm-3-79064,-40.0035,122.0222,6,-0.7549,-0.7549,-0.6284,-0.6284
wbm-3-79065,-40.1004,118.6202,6,-0.771,-0.771,-0.6417,-0.6417
wbm-3-79066,-59.2984,411.6046,12,-1.1437,-0.9327,-0.8693,-1.0803
wbm-3-79067,-56.1572,154.6933,8,-0.1558,-0.1558,-0.3613,-0.3613
wbm-3-79068,-28.8837,86.9732,4,-0.8533,-0.8533,-0.9235,-0.9235
wbm-3-79069,-35.0567,77.614,4,-0.3548,-0.3548,-0.6653,-0.6653
wbm-3-79070,-26.701,79.3297,4,-0.5747,-0.5747,-0.6142,-0.6142
wbm-3-79071,-37.2181,74.4412,4,-0.5652,-0.5652,-0.2482,-0.2482
wbm-3-79072,-31.5526,86.5524,4,-0.8623,-0.8623,-0.9589,-0.9589
wbm-3-79073,-34.5196,79.2173,4,-0.6347,-0.6347,-0.7763,-0.7763
wbm-3-79074,-88.7051,212.6302,12,-0.702,-0.702,-0.7297,-0.7297
wbm-3-79075,-59.9136,191.3352,9,-0.5467,-0.5467,-0.6163,-0.6163
wbm-3-79076,-80.4269,265.3132,12,-0.5918,-0.5918,-0.5605,-0.5605
wbm-3-79077,-32.861,75.8251,4,-0.9059,-0.9059,-0.9103,-0.9103
wbm-3-79078,-138.3309,212.0461,12,-0.382,-0.382,-0.3677,-0.3677
wbm-3-79079,-128.6209,216.5639,12,-0.2223,-0.2223,-0.184,-0.184
wbm-3-79080,-32.0799,76.8129,4,-0.7176,-0.7176,-0.6918,-0.6918
wbm-3-79081,-31.0372,76.2129,4,-0.7885,-0.7885,-0.7877,-0.7877
wbm-3-79082,-40.3214,77.1885,4,-0.7423,-0.7423,-0.7255,-0.7255
wbm-3-79083,-57.6228,147.318,8,-0.6958,-0.6958,-0.6748,-0.6748
wbm-3-79084,-56.7022,153.0806,8,-0.5808,-0.5808,-0.4946,-0.4946
wbm-3-79085,-30.5684,80.4105,4,-0.589,-0.589,-0.6532,-0.6532
wbm-3-79086,-30.4662,80.1182,4,-0.6055,-0.6055,-0.6437,-0.6437
wbm-3-79087,-37.2303,73.5224,4,-0.2516,-0.2516,-0.4351,-0.4351
wbm-3-79088,-28.8907,73.6433,4,-0.4754,-0.4754,-0.4084,-0.4084
wbm-3-79089,-30.3138,80.976,4,-0.5641,-0.5641,-0.6161,-0.6161
wbm-3-79090,-38.8213,71.2894,4,-0.3193,-0.3193,-0.2756,-0.2756
wbm-3-79091,-30.6435,78.9214,4,-0.6621,-0.6621,-0.6857,-0.6857
