material_id,chgnet_energy_IS2RE,e_form_per_atom_chgnet_uncorrected,e_form_per_atom_chgnet,e_form_per_atom_mp2020_corrected,e_form_per_atom_chgnet_megnet
wbm-4-32657,-68.4083,-1.4763,-1.7278,-1.505,-1.5156
wbm-4-32658,-59.973,-1.3032,-1.5547,-1.322,-1.3678
wbm-4-32659,-67.5557,-1.5968,-1.8483,-1.422,-1.6428
wbm-4-32660,-67.3551,-1.5866,-1.8381,-1.421,-1.6364
wbm-4-32661,-74.6957,-1.6497,-1.9012,-1.655,-1.6461
wbm-4-32662,-74.631,-1.6422,-1.8937,-1.647,-1.6379
wbm-4-32663,-74.5777,-1.6481,-1.8996,-1.668,-1.6474
wbm-4-32664,-66.1879,-1.4788,-1.7303,-1.508,-1.5292
wbm-4-32665,-71.8221,-1.185,-1.4365,-1.111,-1.1503
wbm-4-32666,-76.4881,-1.2098,-1.4613,-1.123,-1.1944
wbm-4-32667,-67.6837,-1.5805,-1.832,-1.393,-1.604
wbm-4-32668,-55.6042,-0.7339,-0.9854,-0.702,-0.6988
wbm-4-32669,-89.286,-1.158,-1.4095,-1.121,-1.1569
wbm-4-32670,-57.2009,-1.3303,-1.5818,-1.192,-1.4167
wbm-4-32671,-65.5226,-1.5758,-1.8273,-1.449,-1.6339
wbm-4-32672,-65.5017,-1.5806,-1.8321,-1.449,-1.6412
wbm-4-32673,-74.5587,-1.3813,-1.6328,-1.295,-1.3918
wbm-4-32674,-75.3184,-1.5004,-1.7519,-1.408,-1.5224
wbm-4-32675,-65.5237,-1.58,-1.8315,-1.449,-1.6372
wbm-4-32676,-66.5533,-1.6069,-1.8584,-1.489,-1.6249
wbm-4-32677,-65.5464,-1.5509,-1.8024,-1.424,-1.5866
wbm-4-32678,-75.575,-1.5956,-1.847,-1.641,-1.5045
wbm-4-32679,-65.5163,-1.5463,-1.7978,-1.418,-1.5802
wbm-4-32680,-65.5384,-1.5585,-1.81,-1.435,-1.5959
wbm-4-32681,-65.637,-1.5808,-1.8323,-1.448,-1.6293
wbm-4-32682,-65.2964,-1.5788,-1.8303,-1.448,-1.6388
wbm-4-32683,-77.2799,-1.4415,-1.693,-1.471,-1.3482
wbm-4-32684,-56.2966,-1.3182,-1.5697,-1.241,-1.4318
wbm-4-32685,-67.6612,-1.5765,-1.828,-1.384,-1.5856
wbm-4-32686,-78.3549,-1.3826,-1.6341,-1.41,-1.3545
wbm-4-32687,-61.6091,-1.3336,-1.5851,-1.25,-1.4697
wbm-4-32688,-72.5607,-1.5772,-1.8287,-1.516,-1.5925
wbm-4-32689,-69.834,-1.5711,-1.8226,-1.462,-1.6585
wbm-4-32690,-69.7248,-1.5685,-1.82,-1.463,-1.6581
wbm-4-32691,-79.4736,-1.4826,-1.7341,-1.394,-1.5794
wbm-4-32692,-69.8135,-1.5734,-1.8249,-1.463,-1.6617
wbm-4-32693,-70.6048,-1.5804,-1.8319,-1.473,-1.6648
wbm-4-32694,-69.6405,-1.528,-1.7795,-1.427,-1.6187
wbm-4-32695,-79.3807,-1.5486,-1.8001,-1.577,-1.5693
wbm-4-32696,-69.6631,-1.5278,-1.7793,-1.417,-1.6097
wbm-4-32697,-69.6842,-1.5399,-1.7914,-1.442,-1.6323
wbm-4-32698,-69.9467,-1.5758,-1.8273,-1.461,-1.6594
wbm-4-32699,-69.5605,-1.5701,-1.8216,-1.462,-1.6485
wbm-4-32700,-81.3393,-1.4157,-1.6672,-1.432,-1.4004
wbm-4-32701,-61.1562,-1.3591,-1.6106,-1.316,-1.4628
wbm-4-32702,-86.4917,-1.2507,-1.5022,-1.242,-1.3148
wbm-4-32703,-84.0278,-1.3214,-1.5729,-1.348,-1.4199
wbm-4-32704,-77.1591,-1.5942,-1.8457,-1.603,-1.5669
wbm-4-32705,-68.325,-1.5218,-1.7733,-1.372,-1.5466
wbm-4-32706,-72.6653,-1.5194,-1.7709,-1.406,-1.6079
wbm-4-32707,-67.6218,-1.5836,-1.8351,-1.407,-1.6236
wbm-4-32708,-49.0483,-1.0804,-1.3319,-1.146,-1.199
wbm-4-32709,-56.6798,-1.3251,-1.5766,-1.204,-1.3747
wbm-4-32710,-61.3467,-1.35,-1.6015,-1.268,-1.3962
wbm-4-32711,-67.6632,-1.6011,-1.8526,-1.422,-1.6325
wbm-4-32712,-67.2076,-1.5896,-1.8411,-1.419,-1.6393
wbm-4-32713,-59.151,-1.4076,-1.6591,-1.257,-1.426
wbm-4-32714,-69.129,-1.5664,-1.8179,-1.449,-1.6263
wbm-4-32715,-71.2183,-1.592,-1.8435,-1.42,-1.6254
wbm-4-32716,-73.483,-1.5652,-1.8167,-1.461,-1.6523
wbm-4-32717,-61.6367,-1.6843,-1.9358,-1.683,-1.6211
wbm-4-32718,-59.689,-1.7431,-1.9946,-1.755,-1.738
wbm-4-32719,-59.6361,-1.7452,-1.9967,-1.757,-1.7357
wbm-4-32720,-59.6511,-1.744,-1.9955,-1.756,-1.7385
wbm-4-32721,-59.4135,-1.7344,-1.9859,-1.753,-1.7191
wbm-4-32722,-59.772,-1.7454,-1.9969,-1.752,-1.7382
wbm-4-32723,-59.3352,-1.7354,-1.9869,-1.757,-1.7315
wbm-4-32724,-67.069,-1.3656,-1.6171,-1.372,-1.4259
wbm-4-32725,-72.377,-1.4902,-1.7417,-1.406,-1.4761
wbm-4-32726,-73.5927,-1.443,-1.6945,-1.357,-1.5458
wbm-4-32727,-67.913,-1.363,-1.6145,-1.218,-1.4248
wbm-4-32728,-75.0424,-0.9821,-1.2336,-0.949,-0.9859
wbm-4-32729,-95.687,-1.6809,-1.9324,-1.677,-1.6478
wbm-4-32730,-61.4731,-1.4493,-1.7511,-1.474,-1.4602
wbm-4-32731,-66.8336,-1.5052,-1.7567,-1.381,-1.5115
wbm-4-32732,-74.1154,-1.6706,-1.9221,-1.701,-1.6785
wbm-4-32733,-82.7597,-1.4927,-1.7442,-1.501,-1.4919
wbm-4-32734,-74.1219,-1.6687,-1.9202,-1.701,-1.6815
wbm-4-32735,-74.4156,-1.6622,-1.9137,-1.674,-1.6757
wbm-4-32736,-86.8474,-1.3349,-1.5864,-1.383,-1.3623
wbm-4-32737,-90.7841,-1.4429,-1.6944,-1.538,-1.4036
wbm-4-32738,-74.3022,-1.661,-1.9125,-1.686,-1.6805
wbm-4-32739,-83.2419,-1.2161,-1.4676,-1.21,-1.1854
wbm-4-32740,-79.9489,-1.6823,-1.9338,-1.675,-1.6408
wbm-4-32741,-65.8153,-1.4836,-1.7351,-1.526,-1.5181
wbm-4-32742,-69.4914,-1.231,-1.4825,-1.199,-1.2481
wbm-4-32743,-73.7898,-1.3924,-1.6439,-1.406,-1.3909
wbm-4-32744,-73.7862,-1.3921,-1.6436,-1.406,-1.4045
wbm-4-32745,-73.6984,-1.3913,-1.6428,-1.406,-1.404
wbm-4-32746,-84.711,-1.0775,-1.329,-1.076,-1.0678
wbm-4-32747,-73.7365,-1.392,-1.6435,-1.406,-1.4048
wbm-4-32748,-63.0549,-1.0515,-1.303,-1.014,-0.9967
wbm-4-32749,-63.0497,-1.0511,-1.3026,-1.014,-0.9919
wbm-4-32750,-84.3937,-1.0971,-1.3486,-1.12,-1.0658
wbm-4-32751,-84.4082,-1.0983,-1.3498,-1.12,-1.0499
wbm-4-32752,-75.046,-1.4422,-1.6937,-1.429,-1.4577
wbm-4-32753,-79.698,-1.2135,-1.465,-1.234,-1.1306
wbm-4-32754,-79.7121,-1.2147,-1.4662,-1.234,-1.1428
wbm-4-32755,-73.9484,-1.3787,-1.6302,-1.378,-1.3913
wbm-4-32756,-67.4752,-0.9152,-1.1666,-0.903,-0.9129
wbm-4-32757,-85.8977,-1.0623,-1.3138,-1.09,-1.012
wbm-4-32758,-73.8787,-1.3708,-1.6223,-1.371,-1.3952
wbm-4-32759,-76.4072,-1.6198,-1.8713,-1.65,-1.629
wbm-4-32760,-74.1987,-1.6568,-1.9083,-1.69,-1.6499
wbm-4-32761,-74.121,-1.6568,-1.9083,-1.69,-1.6567
wbm-4-32762,-74.1147,-1.6563,-1.9078,-1.69,-1.651
wbm-4-32763,-74.1407,-1.656,-1.9075,-1.69,-1.6586
wbm-4-32764,-74.132,-1.6553,-1.9068,-1.69,-1.6529
wbm-4-32765,-75.4777,-1.7085,-1.96,-1.71,-1.6858
wbm-4-32766,-79.7918,-1.2071,-1.4586,-1.24,-1.106
wbm-4-32767,-79.8009,-1.2079,-1.4594,-1.24,-1.1056
wbm-4-32768,-74.4108,-1.6476,-1.8991,-1.661,-1.634
wbm-4-32769,-86.8829,-1.3237,-1.5752,-1.371,-1.3673
wbm-4-32770,-74.3521,-1.6406,-1.8921,-1.653,-1.6331
wbm-4-32771,-90.8033,-1.4304,-1.6819,-1.527,-1.373
wbm-4-32772,-74.3015,-1.6467,-1.8982,-1.674,-1.6392
wbm-4-32773,-66.5187,-1.503,-1.7545,-1.464,-1.4682
wbm-4-32774,-83.3289,-1.2092,-1.4607,-1.217,-1.1541
wbm-4-32775,-83.3305,-1.2093,-1.4608,-1.217,-1.1592
wbm-4-32776,-74.3614,-1.6658,-1.9173,-1.689,-1.6468
wbm-4-32777,-74.3555,-1.6653,-1.9168,-1.689,-1.6445
wbm-4-32778,-73.8339,-1.6482,-1.8997,-1.689,-1.654
wbm-4-32779,-73.8307,-1.648,-1.8995,-1.689,-1.6466
wbm-4-32780,-84.0284,-1.3619,-1.6134,-1.456,-1.3989
wbm-4-32781,-84.0328,-1.3622,-1.6137,-1.456,-1.4029
wbm-4-32782,-65.9025,-1.4767,-1.7282,-1.513,-1.5131
wbm-4-32783,-78.0095,-1.6644,-1.9159,-1.692,-1.6498
wbm-4-32784,-73.8176,-1.3761,-1.6276,-1.39,-1.3883
wbm-4-32785,-86.6209,-1.073,-1.3245,-1.054,-1.0589
wbm-4-32786,-66.478,-1.5138,-1.7653,-1.478,-1.4886
wbm-4-32787,-73.9487,-1.401,-1.6525,-1.405,-1.394
wbm-4-32788,-86.7832,-1.085,-1.3365,-1.094,-1.036
wbm-4-32789,-79.6506,-1.4129,-1.6644,-1.381,-1.304
wbm-4-32790,-48.4569,-0.6643,-1.0416,-0.622,-0.6645
wbm-4-32791,-65.6211,-1.2229,-1.4744,-1.242,-1.2885
wbm-4-32792,-59.7911,-1.014,-1.2655,-1.029,-1.068
wbm-4-32793,-59.7934,-1.0142,-1.2657,-1.029,-1.067
wbm-4-32794,-52.9907,-0.8101,-1.1874,-0.728,-0.8809
wbm-4-32795,-66.7199,-1.7861,-2.0879,-1.746,-1.7257
wbm-4-32796,-71.5011,-1.1941,-1.4456,-1.1,-1.1423
wbm-4-32797,-54.0864,-1.1332,-1.5104,-1.112,-1.1125
wbm-4-32798,-66.9317,-1.3092,-1.5607,-1.147,-1.3789
wbm-4-32799,-63.7553,-1.6417,-1.8932,-1.61,-1.6226
wbm-4-32800,-73.4146,-1.7776,-2.0291,-1.926,-1.8491
wbm-4-32801,-73.4101,-1.7773,-2.0288,-1.926,-1.8476
wbm-4-32802,-71.339,-1.8257,-2.0772,-1.882,-1.9223
wbm-4-32803,-71.2747,-1.8269,-2.0784,-1.883,-1.9238
wbm-4-32804,-80.258,-1.6772,-1.9287,-1.753,-1.7732
wbm-4-32805,-71.9747,-1.8238,-2.0753,-1.883,-1.8989
wbm-4-32806,-85.1984,-1.5905,-1.842,-1.683,-1.6082
wbm-4-32807,-71.2086,-1.7962,-2.0477,-1.86,-1.8984
wbm-4-32808,-81.0788,-1.4289,-1.6804,-1.393,-1.4299
wbm-4-32809,-71.4481,-1.8302,-2.0817,-1.88,-1.9181
wbm-4-32810,-77.3072,-1.8552,-2.1067,-1.943,-1.9124
wbm-4-32811,-81.8436,-1.587,-1.8385,-1.711,-1.6735
wbm-4-32812,-63.5834,-1.6906,-1.9421,-1.721,-1.6516
wbm-4-32813,-76.5118,-1.2189,-1.4704,-1.214,-1.213
wbm-4-32814,-54.6473,-0.6758,-0.9273,-0.649,-0.627
wbm-4-32815,-83.693,-1.0602,-1.3117,-1.117,-1.0704
wbm-4-32816,-60.2196,-1.2083,-1.4598,-1.125,-1.2512
wbm-4-32817,-54.7389,-0.9222,-1.1737,-0.87,-0.9001
wbm-4-32818,-66.4272,-1.2776,-1.5291,-1.212,-1.2673
wbm-4-32819,-66.3294,-1.276,-1.5275,-1.216,-1.2776
wbm-4-32820,-66.4072,-1.28,-1.5315,-1.214,-1.2673
wbm-4-32821,-66.4243,-1.2505,-1.502,-1.168,-1.2322
wbm-4-32822,-80.7073,-1.0775,-1.329,-1.088,-1.0521
wbm-4-32823,-83.0611,-1.0536,-1.3051,-1.157,-1.0074
wbm-4-32824,-66.452,-1.2611,-1.5126,-1.186,-1.2754
wbm-4-32825,-66.5687,-1.2848,-1.5363,-1.209,-1.2633
wbm-4-32826,-72.8919,-1.3485,-1.6,-1.307,-1.3316
wbm-4-32827,-54.252,-0.6371,-0.8886,-0.607,-0.6383
wbm-4-32828,-66.1668,-1.2778,-1.5293,-1.217,-1.2858
wbm-4-32829,-77.5427,-1.0898,-1.3413,-1.165,-1.1656
wbm-4-32830,-77.4974,-1.4232,-1.6747,-1.419,-1.4088
wbm-4-32831,-72.5412,-1.1808,-1.4323,-1.205,-1.1483
wbm-4-32832,-68.2316,-1.241,-1.4925,-1.258,-1.2841
wbm-4-32833,-82.5492,-1.0708,-1.3223,-1.099,-1.0347
wbm-4-32834,-85.22,-1.0734,-1.3249,-1.202,-0.9219
wbm-4-32835,-74.5233,-1.3243,-1.5758,-1.356,-1.3259
wbm-4-32836,-68.2872,-1.2435,-1.495,-1.248,-1.2804
wbm-4-32837,-65.3154,-1.2208,-1.4723,-1.203,-1.2756
wbm-4-32838,-57.9279,-1.3125,-1.564,-1.201,-1.2208
wbm-4-32839,-54.6683,-0.9021,-1.1536,-0.855,-0.8946
wbm-4-32840,-72.6152,-1.1728,-1.4242,-1.215,-1.1428
wbm-4-32841,-75.763,-1.5328,-1.7843,-1.643,-1.5666
wbm-4-32842,-76.5646,-1.2091,-1.4606,-1.224,-1.2096
wbm-4-32843,-68.2766,-1.253,-1.5045,-1.273,-1.3059
wbm-4-32844,-85.3767,-1.0369,-1.2884,-1.151,-1.0313
wbm-4-32845,-63.5741,-1.6649,-1.9164,-1.65,-1.6348
wbm-4-32846,-70.8642,-1.8244,-2.0759,-1.871,-1.9285
wbm-4-32847,-70.8098,-1.8264,-2.0779,-1.872,-1.9296
wbm-4-32848,-70.8536,-1.8276,-2.0791,-1.872,-1.9289
wbm-4-32849,-71.437,-1.8173,-2.0688,-1.87,-1.8954
wbm-4-32850,-70.6045,-1.7759,-2.0274,-1.831,-1.8828
wbm-4-32851,-70.5905,-1.7726,-2.0241,-1.82,-1.8663
wbm-4-32852,-87.5614,-1.6057,-1.8572,-1.771,-1.6331
wbm-4-32853,-70.6991,-1.792,-2.0435,-1.848,-1.9119
wbm-4-32854,-70.9664,-1.8283,-2.0798,-1.869,-1.9268
wbm-4-32855,-57.2605,-1.0648,-1.3163,-0.991,-0.9696
wbm-4-32856,-70.6663,-1.8298,-2.0813,-1.872,-1.9233
wbm-4-32857,-68.1158,-1.28,-1.5315,-1.294,-1.323
wbm-4-32858,-75.2306,-1.8401,-2.0916,-1.881,-1.9262
wbm-4-32859,-60.6414,-1.1465,-1.398,-1.155,-1.1378
wbm-4-32860,-56.915,-1.061,-1.3125,-1.053,-1.0635
wbm-4-32861,-70.2445,-1.2858,-1.5373,-1.211,-1.2519
wbm-4-32862,-74.4605,-1.8391,-2.0906,-1.884,-1.8619
wbm-4-32863,-77.3985,-1.6739,-1.9254,-1.764,-1.7696
wbm-4-32864,-74.7667,-1.1556,-1.4071,-1.191,-1.1904
wbm-4-32865,-56.4953,-1.5809,-1.9582,-1.635,-1.6325
wbm-4-32866,-36.5352,-0.5365,-0.9137,-0.554,-0.3769
wbm-4-32867,-71.5505,-1.9434,-2.1949,-1.848,-1.9243
wbm-4-32868,-72.5714,-1.9736,-2.2251,-1.874,-1.9284
wbm-4-32869,-71.5729,-1.9162,-2.1677,-1.823,-1.8865
wbm-4-32870,-87.7154,-1.6803,-1.9318,-1.775,-1.641
wbm-4-32871,-71.5393,-1.9238,-2.1753,-1.84,-1.9086
wbm-4-32872,-71.6625,-1.9481,-2.1996,-1.85,-1.9236
wbm-4-32873,-56.9093,-1.3419,-1.5934,-1.195,-1.4021
wbm-4-32874,-65.3359,-1.5961,-1.8476,-1.482,-1.646
wbm-4-32875,-65.2911,-1.5989,-1.8504,-1.481,-1.648
wbm-4-32876,-74.9631,-1.5066,-1.7581,-1.407,-1.5252
wbm-4-32877,-66.4131,-1.631,-1.8825,-1.519,-1.5956
wbm-4-32878,-79.5705,-1.3922,-1.6437,-1.39,-1.2075
wbm-4-32879,-75.2021,-1.6003,-1.8518,-1.651,-1.4858
wbm-4-32880,-65.3771,-1.5809,-1.8324,-1.468,-1.6039
wbm-4-32881,-65.4481,-1.6009,-1.8524,-1.482,-1.6417
wbm-4-32882,-72.5476,-1.7292,-1.9807,-1.633,-1.631
wbm-4-32883,-65.0857,-1.5971,-1.8486,-1.48,-1.6459
wbm-4-32884,-76.9354,-1.4486,-1.7001,-1.481,-1.3377
wbm-4-32885,-56.0421,-1.3328,-1.5843,-1.27,-1.4382
wbm-4-32886,-78.8464,-1.1384,-1.3899,-1.158,-1.0974
wbm-4-32887,-81.5047,-1.0888,-1.3403,-1.175,-0.9305
wbm-4-32888,-76.5964,-1.1758,-1.4273,-1.21,-1.0927
wbm-4-32889,-66.9124,-1.3054,-1.5569,-1.141,-1.3794
wbm-4-32890,-80.8707,-1.1075,-1.359,-1.067,-0.9981
wbm-4-32891,-83.5331,-1.1093,-1.3608,-1.13,-1.0252
wbm-4-32892,-73.3625,-1.4041,-1.6556,-1.308,-1.356
wbm-4-32893,-61.627,-1.7517,-2.0032,-1.736,-1.7415
wbm-4-32894,-57.4671,-1.6261,-1.8776,-1.539,-1.7156
wbm-4-32895,-57.504,-1.6357,-1.8872,-1.537,-1.717
wbm-4-32896,-57.5622,-1.6381,-1.8896,-1.538,-1.7173
wbm-4-32897,-58.8161,-1.6836,-1.9351,-1.586,-1.7769
wbm-4-32898,-57.8072,-1.5996,-1.8511,-1.557,-1.7928
wbm-4-32899,-57.7081,-1.6193,-1.8708,-1.529,-1.7471
wbm-4-32900,-56.8662,-1.5491,-1.8006,-1.539,-1.7302
wbm-4-32901,-73.3195,-1.557,-1.8085,-1.48,-1.584
wbm-4-32902,-73.3447,-1.5591,-1.8106,-1.49,-1.5715
wbm-4-32903,-72.8864,-1.5209,-1.7724,-1.444,-1.5085
wbm-4-32904,-57.7007,-1.6165,-1.868,-1.527,-1.7567
wbm-4-32905,-56.7476,-1.5371,-1.7886,-1.52,-1.7245
wbm-4-32906,-57.6451,-1.6223,-1.8738,-1.532,-1.7452
wbm-4-32907,-57.0706,-1.5744,-1.8259,-1.561,-1.7504
wbm-4-32908,-48.4054,-1.3572,-1.6087,-1.186,-1.4509
wbm-4-32909,-57.5829,-1.6311,-1.8826,-1.539,-1.7575
wbm-4-32910,-65.9064,-1.8615,-2.113,-1.813,-1.8877
wbm-4-32911,-57.2445,-1.6294,-1.8809,-1.535,-1.6982
wbm-4-32912,-70.0546,-1.5609,-1.8124,-1.537,-1.5289
wbm-4-32913,-48.6582,-1.4032,-1.6547,-1.36,-1.4738
wbm-4-32914,-61.2216,-1.629,-1.8805,-1.541,-1.727
wbm-4-32915,-69.7,-1.5188,-1.7703,-1.459,-1.4732
wbm-4-32916,-74.1785,-1.2463,-1.4978,-1.246,-1.1903
wbm-4-32917,-57.8576,-1.6682,-1.9197,-1.653,-1.6163
wbm-4-32918,-57.7485,-1.6657,-1.9172,-1.649,-1.6122
wbm-4-32919,-57.8048,-1.6679,-1.9194,-1.651,-1.6159
wbm-4-32920,-57.9794,-1.6738,-1.9253,-1.654,-1.6118
wbm-4-32921,-57.4482,-1.656,-1.9074,-1.645,-1.608
wbm-4-32922,-53.6784,-1.4232,-1.6747,-1.502,-1.4702
wbm-4-32923,-67.1794,-1.1581,-1.4096,-1.149,-1.207
wbm-4-32924,-71.7387,-1.1997,-1.4512,-1.104,-1.122
wbm-4-32925,-72.7345,-1.1342,-1.3857,-1.038,-1.1571
wbm-4-32926,-76.201,-1.2075,-1.459,-1.116,-1.1478
wbm-4-32927,-79.5781,-1.3786,-1.6301,-1.381,-1.2134
wbm-4-32928,-72.273,-1.6922,-1.9437,-1.64,-1.6646
wbm-4-32929,-77.0266,-1.442,-1.6936,-1.473,-1.3358
wbm-4-32930,-76.9931,-1.4393,-1.6908,-1.473,-1.3503
wbm-4-32931,-73.6311,-1.6568,-1.9083,-1.579,-1.6905
wbm-4-32932,-77.893,-1.3657,-1.6172,-1.412,-1.3369
wbm-4-32933,-85.9791,-1.328,-1.5795,-1.405,-1.2987
wbm-4-32934,-76.6335,-1.6915,-1.943,-1.592,-1.727
wbm-4-32935,-81.0659,-1.4146,-1.6661,-1.433,-1.3786
wbm-4-32936,-81.0755,-1.4154,-1.6669,-1.433,-1.3813
wbm-4-32937,-54.0065,-1.4319,-1.6834,-1.498,-1.4669
wbm-4-32938,-53.8098,-1.4295,-1.681,-1.504,-1.4726
wbm-4-32939,-53.2517,-1.4094,-1.6609,-1.493,-1.4686
wbm-4-32940,-44.6721,-1.1838,-1.4353,-1.089,-1.2206
wbm-4-32941,-57.2935,-1.4145,-1.666,-1.503,-1.4637
wbm-4-32942,-59.6925,-1.2675,-1.519,-1.144,-1.2134
wbm-4-32943,-76.4804,-1.4898,-1.7413,-1.394,-1.5201
wbm-4-32944,-79.5526,-1.4274,-1.6789,-1.342,-1.4906
wbm-4-32945,-75.3895,-1.8992,-2.1507,-1.785,-1.9212
wbm-4-32946,-76.1093,-1.9044,-2.1559,-1.804,-1.923
wbm-4-32947,-91.8178,-1.6581,-1.9096,-1.705,-1.6507
wbm-4-32948,-75.1851,-1.8636,-2.1151,-1.774,-1.8902
wbm-4-32949,-75.5063,-1.9044,-2.1559,-1.786,-1.9157
wbm-4-32950,-72.2966,-1.591,-1.8426,-1.535,-1.6268
wbm-4-32951,-79.1396,-1.4906,-1.7421,-1.386,-1.5361
wbm-4-32952,-81.7677,-1.1779,-1.4294,-1.119,-1.0959
wbm-4-32953,-80.7142,-1.1549,-1.4064,-1.174,-1.1006
wbm-4-32954,-75.6521,-1.5523,-1.8038,-1.453,-1.6265
wbm-4-32955,-68.5312,-1.7218,-1.9733,-1.69,-1.8051
wbm-4-32956,-61.5389,-2.0218,-2.3236,-2.001,-2.1323
wbm-4-32957,-71.0866,-1.4663,-1.7178,-1.46,-1.5185
wbm-4-32958,-71.0818,-1.4517,-1.7032,-1.474,-1.4926
wbm-4-32959,-62.1076,-1.3571,-1.6086,-1.288,-1.4741
wbm-4-32960,-71.4112,-1.8625,-2.114,-1.861,-1.8755
wbm-4-32961,-70.9316,-1.8476,-2.099,-1.873,-1.8692
wbm-4-32962,-80.0776,-1.7886,-2.0401,-1.687,-1.8164
wbm-4-32963,-74.1462,-1.4801,-1.7316,-1.512,-1.5148
wbm-4-32964,-76.8056,-1.5864,-1.8379,-1.606,-1.5722
wbm-4-32965,-76.8105,-1.5868,-1.8383,-1.606,-1.5664
wbm-4-32966,-60.1818,-1.5647,-1.8162,-1.461,-1.5706
wbm-4-32967,-59.9444,-1.5545,-1.806,-1.535,-1.5557
wbm-4-32968,-66.8711,-1.3124,-1.5639,-1.158,-1.3838
wbm-4-32969,-80.4607,-1.0749,-1.3264,-1.093,-1.0771
wbm-4-32970,-48.6937,-1.0867,-1.3382,-1.022,-1.1768
wbm-4-32971,-57.9012,-1.6098,-1.8613,-1.55,-1.7124
wbm-4-32972,-46.0377,-1.1882,-1.4397,-1.312,-1.1569
wbm-4-32973,-65.452,-1.7911,-2.0426,-1.791,-1.8472
wbm-4-32974,-84.5756,-1.8065,-2.058,-1.799,-1.7943
wbm-4-32975,-65.4242,-1.7929,-2.0444,-1.787,-1.8509
wbm-4-32976,-66.598,-1.8317,-2.0832,-1.842,-1.8815
wbm-4-32977,-36.6952,-1.9297,-2.2315,-1.797,-1.7964
wbm-4-32978,-65.6458,-1.7886,-2.0401,-1.791,-1.8214
wbm-4-32979,-65.5688,-1.7962,-2.0477,-1.794,-1.8436
wbm-4-32980,-67.0026,-1.3374,-1.5889,-1.172,-1.3812
wbm-4-32981,-73.2187,-1.6818,-1.9836,-1.705,-1.713
wbm-4-32982,-72.3263,-1.2949,-1.5464,-1.343,-1.3152
wbm-4-32983,-72.204,-1.2848,-1.5363,-1.328,-1.3223
wbm-4-32984,-75.1405,-1.3025,-1.554,-1.323,-1.2327
wbm-4-32985,-74.654,-1.262,-1.5135,-1.337,-1.2871
wbm-4-32986,-76.9435,-1.3516,-1.6031,-1.379,-1.2625
wbm-4-32987,-76.9556,-1.3384,-1.5899,-1.336,-1.2624
wbm-4-32988,-76.9543,-1.3383,-1.5898,-1.381,-1.2582
wbm-4-32989,-74.7837,-1.5647,-1.8162,-1.618,-1.6046
wbm-4-32990,-68.756,-1.333,-1.5845,-1.216,-1.3623
wbm-4-32991,-68.8549,-1.3271,-1.5786,-1.284,-1.3798
wbm-4-32992,-69.9924,-1.2734,-1.5249,-1.255,-1.3315
wbm-4-32993,-73.1418,-1.3202,-1.5717,-1.298,-1.3643
wbm-4-32994,-62.9843,-1.8996,-2.2014,-1.887,-1.9283
wbm-4-32995,-51.1519,-1.3178,-1.6951,-1.338,-1.3414
wbm-4-32996,-61.4291,-1.3616,-1.6131,-1.356,-1.3226
wbm-4-32997,-61.4313,-1.3618,-1.6133,-1.356,-1.3261
wbm-4-32998,-66.6199,-1.3319,-1.5834,-1.172,-1.367
wbm-4-32999,-63.4098,-1.6586,-1.9604,-1.669,-1.6998
wbm-4-33000,-68.1567,-0.7956,-1.0471,-0.779,-0.7851
wbm-4-33001,-76.5786,-1.1089,-1.3604,-1.174,-1.0333
wbm-4-33002,-76.4405,-0.8671,-1.1186,-0.923,-0.7672
wbm-4-33003,-61.2921,-1.1521,-1.4036,-1.143,-1.0744
wbm-4-33004,-58.5651,-1.15,-1.4015,-0.999,-1.1838
wbm-4-33005,-63.2442,-1.4295,-1.681,-1.39,-1.5456
wbm-4-33006,-70.544,-1.3271,-1.5786,-1.174,-1.3708
wbm-4-33007,-80.2867,-1.7146,-1.9661,-1.713,-1.667
wbm-4-33008,-50.5546,-1.4657,-1.7172,-1.336,-1.5353
wbm-4-33009,-67.4116,-1.214,-1.4655,-1.039,-1.1272
wbm-4-33010,-68.5504,-1.0939,-1.3454,-1.041,-0.9638
wbm-4-33011,-63.9406,-1.2175,-1.469,-1.11,-1.1534
wbm-4-33012,-68.268,-1.5321,-1.7836,-1.537,-1.5024
wbm-4-33013,-78.3504,-1.7416,-1.9931,-1.757,-1.6668
wbm-4-33014,-67.0176,-1.4837,-1.7352,-1.39,-1.4609
wbm-4-33015,-47.7845,-1.0819,-1.3334,-1.085,-1.0703
wbm-4-33016,-47.7874,-1.0821,-1.3336,-1.085,-1.0685
wbm-4-33017,-64.0538,-1.2127,-1.4642,-1.11,-1.1519
wbm-4-33018,-59.605,-1.7308,-1.9823,-1.724,-1.6737
wbm-4-33019,-72.0666,-1.406,-1.6575,-1.414,-1.28
wbm-4-33020,-59.5346,-1.7228,-1.9743,-1.715,-1.665
wbm-4-33021,-75.5687,-1.4779,-1.7294,-1.564,-1.4489
wbm-4-33022,-50.2768,-1.4666,-1.7181,-1.363,-1.4927
wbm-4-33023,-65.0805,-1.7462,-1.9977,-1.552,-1.5789
wbm-4-33024,-68.7608,-1.4066,-1.6581,-1.378,-1.3548
wbm-4-33025,-49.5891,-1.4343,-1.6858,-1.426,-1.4581
wbm-4-33026,-63.1807,-1.7457,-1.9972,-1.759,-1.7317
